cid,text,amp_prob,reason
7095081284460315394,wow 😍 Ang Ganda Grabi salamat solid BBMSarah Uniteam Pang victory party na Yan Panalo na Tayo May Bagung Bukas na Tayo Pilipinas🇵🇭🇵🇭 BBMSarah❤️💚,0.2,Neutral - no clear amplification indicators
7095079495527039746,saang bansa to ???,0.2,Neutral - no clear amplification indicators
7095083566115635969,victory party na ito solid bbmsara,0.15,Moderate text length - likely genuine
7095087749270962945,npaka expensive tlaga ng uniteam kahit wala cla masyadong gastus sa kampanya nla...🥰,0.1,Substantial text - appears genuine
7095077225003401985,Yung Finale ang ganda!!! Pyromusical!!! ❤️💚😊,0.2,Neutral - no clear amplification indicators
7095080655319106305,grbe akla m panalo na..rally lang yan paano kong totoong panalo naaaa,0.1,Substantial text - appears genuine
7095103430766772993,go go go UNETEAM ipanalo Sa lunes Ang bbm at Sarah pag at pag bangon muli Ang mabilis na pag takbo Ng tegre at mabilis na paglipad Ng agila tungo Sa p,0.1,Substantial text - appears genuine
7095108868103422722,BAT PARANG NAIIYAK AKO. PARANG NARARAMDAMAN KO NA ANG FUTURE NG PILIPINAS🥲🥲🥲💚❤️,0.8,"Emotional manipulation: ""naiiyak"""
7095082572375704322,sa kabila kasi naki BBM SARA dn ang fireworks😂😂,0.1,Substantial text - appears genuine
7095079863148741377,Dragon Fireworks ito malamang.. sila yung nag champion sa Pyronale 2013,0.1,Substantial text - appears genuine
7095088286246470401,galing naman! victory party n ito,0.15,Moderate text length - likely genuine
7095103590721143553,Grabe ganda sino kaya mabait na nag sponsor nito sa uniteam. ❤️💚,0.8,"Emotional manipulation: ""grabe"""
7095119621355406081,Wowwwww advance victory 🎉 God plssss hanggang matapos botohan samahan nyo po kami para sa tagumpay ng aming presidente at vise president bbm&sara❤️,0.1,Substantial text - appears genuine
7095105364743602946,Yung nagiging ka before 5am then Ito Yung bumungad na video. agang iyakan toh! 😭😭😭.,0.1,Substantial text - appears genuine
7095108639844991746,kabalika. . wlang ibang sinasabi BBM. tapos dto Ang saya saya lang,0.1,Substantial text - appears genuine
7095232403413025537,kala ko victory party na ng UNITEAM💚❤❤💚,0.2,Neutral - no clear amplification indicators
7095233931221533442,the best ever🥰🥰🥰 pinagpuyatan ko to🥰🥰,0.2,Neutral - no clear amplification indicators
7095256496141304577,ramdam ko na yong manalo💪🏼🎉💖💚🇵🇭,0.2,Neutral - no clear amplification indicators
7095225844632896257,PINKLAWAN RN: KASALI SA 203B YANG FIREWORKS😅,1.0,"Political attack term: ""pinklawan"""
7095235144864776961,Bukas na may 9 na excited nako tas Yung 31 na modules ko pa chill chill lang iiyak nako pag may 10 na 😂,0.1,Substantial text - appears genuine
7095238968111121154,anjan kami sa malapit sa atage subrang daming tao umaabot ng millions maraming nahimatay buti masipag mga midec nila yan palang panalo na BBM,0.1,Substantial text - appears genuine
7095234136881185538,Sa tiktok ko lang nakita grabe na papa wow na wow ako sa sobrang ganda.,0.8,"Emotional manipulation: ""grabe"""
7095292170957210369,proud to be ilocano 🥰,0.2,Neutral - no clear amplification indicators
7095281171529499393,Victory party na next ❤️💚 Ang ganda 😍,0.2,Neutral - no clear amplification indicators
7095267214688797441,nKakaproud maging parti ng UNITEAM at proud aq saking future president at vc president ♥️✌️💚👊,0.2,Neutral - no clear amplification indicators
7095280114715902721,"may nanalo na, c BBM our nxt President",0.15,Moderate text length - likely genuine
7095265784914674433,good lock para bukas,0.2,Neutral - no clear amplification indicators
7095283258061161217,pabonggahan ba ng fireworks every rally ni BBM 😂😂😂 grabi kayo uniteam 🥰🥰,0.2,Neutral - no clear amplification indicators
7095282672754410241,parang nsa disneyland lng e,0.15,Moderate text length - likely genuine
7095291156007387906,victory party n yan eh😁,0.15,Moderate text length - likely genuine
7095293511721485057,ipanalo natin to bbmsarah 🥰,0.2,Neutral - no clear amplification indicators
7095324184372314881,kitakits sa victory party guys... walang tulugan bukas ha,0.1,Substantial text - appears genuine
7095292922383696641,Wow ginalingan tlga …world class💚❤️🙏,0.2,Neutral - no clear amplification indicators
7095313051981366018,parang nasa Hongkong Disney Land lang uh...🥰🥰,0.15,Moderate text length - likely genuine
7095321271877174017,"@ramOdelonhid:okay lang na team bahay, thanks for sharing this momentous event.,Animoy bagong taon, para sakin Bagong Pag-asa nakikita ko🙏",0.1,Substantial text - appears genuine
7095315253096907522,wow ang ganda naman ng fireworks🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7095294864438543105,basta tyo mag kasama bukas cckat na ang araw .sabay sabay tyo sa pag boto.straight uniteam.😇😇😇😇😇😇,0.2,Neutral - no clear amplification indicators
7095294088224588545,"Grabe bongga talaga,BBMSARA for life 🥰🥰🥰🥰",0.8,"Emotional manipulation: ""grabe"""
7095271788992807681,sigurado tulo luha ni mam imelda nyan....,0.15,Moderate text length - likely genuine
7095289202518786818,Pang Victory Party na UN Preparation nila..Sure WIN na🥰🥰Ka BBM Let's Celebrate❤️✌️💚👊🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7095300489340158722,lord wag mo pong hahayaang madaya ang president namin🥰🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7095287241169355522,Grabeee! Yung tumulo nalang luha ko hanggang matapos yung vid. Kasi I'm claiming na it's a VICTORY PARTY na for our UNITEAM. 🥺🙏🥰😇✨ IN JESUS NAME!,0.8,"Emotional manipulation: ""grabe"""
7095361280520831746,Bongga yern?🥹😍❤️💚✌️👊,0.67,"High emoji-to-text ratio (5 emojis, 3 words)"
7095286423577789186,naamoy kona ang victory party bbm por president,0.15,Moderate text length - likely genuine
7095299758562296577,Bat kusang tumulo ang luha ko rito? 🥺 Grabe masyadong ginalingan ang UNITEAM! 💚❤️🇵🇭,0.8,"Emotional manipulation: ""grabe"""
7095286288878306050,grabe victory party na ata yan eh. goosebumps! ngayon plng congratulations Uniteam!!! 🥰🥰🥰,0.8,"Emotional manipulation: ""goosebumps"""
7095323996001927938,oh my god kinikilabutan ako Solid bbm🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7095302858987291394,"siguro kung nanjan ako,maiiyak akoo grabee😭❤️💚",0.8,"Emotional manipulation: ""grabe"""
7095375879110492929,bbm sara po 😙😙,0.2,Neutral - no clear amplification indicators
7095292992293995266,"Grabeng effort ng BBMSARA UNITEAM,,yung sobrang saya mo na napapaluha ka din 😭😭😭😭😭❤🤝😊✌😍💪💚❤🏳‍🌈",1.0,Excessive emojis (14) - algorithmic trigger
7095288347010646786,Sa Fireworks pa lang halatang hindi kana titipirin,0.15,Moderate text length - likely genuine
7095284871589249793,special talaga pag BBM&SARA UNITEAM NA😊🥰🥰,0.2,Neutral - no clear amplification indicators
7095302144370328322,Meeting De Avance ba to akala ko victory party na😳💚❤️,0.1,Substantial text - appears genuine
7095286081431864066,Maganda PA to keysa sa HK Disney nong nakapunta ako Don. Goosebumps 🥺,0.8,"Emotional manipulation: ""goosebumps"""
7095337647199601409,BBM uniteam kami solid ♥️✌️ang ganda parang panalo na talaga,0.1,Substantial text - appears genuine
7095321877161607937,Ang swerte NG mga dumalo grabe.. Sa edsa dko palalampasin. Pupunta talaga aq 🥰🥰,0.8,"Emotional manipulation: ""grabe"""
7095297494430532353,Ramdam ko na maging president solid bbm. 🥰,0.15,Moderate text length - likely genuine
7095280279451566850,"FIRST impression will be the Last impression too🥰,MABUHAY ANG PILIPINAS MGA KABAYAN❤️💚👏👏👏🇵🇭👍💪🙏😇BBM BBM BBM /SARA LNG MALAKAS💪❤️💚",1.0,Excessive emojis (15) - algorithmic trigger
7095280403276071681,goosebump malupettttt❤💚❤💚❤💚❤💚❤💚❤💚❤💚❤💚❤💚❤💚❤,1.0,Excessive emojis (21) - algorithmic trigger
7095280687670084353,GONDOOO PARANG SA IBANG BANSA!!🥰😯BTW EXCITED NAKO MAG VOTE TOMORROW!!!✌️❤️💚👊🇵🇭,0.2,Neutral - no clear amplification indicators
7095271263203607298,kmi na Ang bahala bukas sa inyo BBM/SARA..at kayo nman Ang bahala sa aming mga pilipino pagkatapos ng botohan✌️👊🇵🇭♥️💚,0.2,Neutral - no clear amplification indicators
7095292311873389313,Patikim pa lang yan… sana kapag sila na naupo na Presidente at Bise (BBM-SARA) Sana may Family day tayo tapos may ganitong activity together as One.,0.1,Substantial text - appears genuine
7095286982947406594,pau pa kaya pag victory na🥰🥰😌,0.2,Neutral - no clear amplification indicators
7095283618540864258,kahapon start ko nanood ng tv SMNI 3pm gang sa matapos parang nakapunta narin ako nakakaiyak pati mga fire works nila nakakmangha🥰,0.8,"Emotional manipulation: ""nakakaiyak"""
7095296699929477889,Bat Naiiyak ako 😖😭 BBM AND SD FOR THE WIN,0.8,"Emotional manipulation: ""naiiyak"""
7095290685125460738,Sanaol mabudget sa pa fireworks,0.15,Moderate text length - likely genuine
7095270502268863234,grabe nakakatindig balahibo 🥰 muling babangon at titinglain ulit ang bansang Pilipinas,0.8,"Emotional manipulation: ""grabe"""
7095377667524543234,"pati arrangement ng background music, parang Spielberg! ❤💚✌👊🇵🇭",0.2,Neutral - no clear amplification indicators
7095288204169167618,paraang victory party na woooohhhh!,0.15,Moderate text length - likely genuine
7095295286914827009,Sakto sa music ang galing🥰,0.15,Moderate text length - likely genuine
7095295892479443714,Grabe parang victory party na❤️💚,0.8,"Emotional manipulation: ""grabe"""
7095380228532421377,ang ganda🥰,0.2,Neutral - no clear amplification indicators
7095354847813272322,SOLID BBMSARAH❤️💚✌️✊🇸🇽 excited na ako sa victory party,0.2,Neutral - no clear amplification indicators
7095324383229035265,feel the spirit.. kahit malayo. feel d love and walang siraan ..solid BBM💪💪💪💕❤️💚🇵🇭🇶🇦,1.0,Excessive emojis (10) - algorithmic trigger
7095319272632615681,"Mabuhay ang bansang Pilipinas.
Mabuhay ang Pilipino!",0.15,Moderate text length - likely genuine
7095271102401757954,pagtapos Ng Titanium na sound alam ko Ang sound na Yun!!! That is from LoL or VICTORY SONG ♥️💚,0.1,Substantial text - appears genuine
7095284044946457371,WOAHHH GOOSEBUMPS TLGA,0.8,"Emotional manipulation: ""goosebumps"""
7095280419784016642,VICTORY PARTY ATA ITO 🥰🥰,0.2,Neutral - no clear amplification indicators
7095332420387767041,Hindi ako naka punta sa victory party nalang 🤗❤💚,0.2,Neutral - no clear amplification indicators
7095348164995056385,MAS MAGANDA PA SA DISNEY ITO GRABE AS IN WOW!🥰🥰🥰 NAPAKA GANDANG MANGYAYARI SA PILIPINAS! 🥰🥰🥰 UUNLAD ULIT NAKIKITA KUNA🥰🥰🥰,0.8,"Emotional manipulation: ""grabe"""
7095340296862925570,Victory party na yata 'to,0.15,Moderate text length - likely genuine
7095369602507162369,ang Ganda sayang,0.2,Neutral - no clear amplification indicators
7095318835426820865,ang ganda naman🥰🥰 i always praying 🙏 🤲 for the win,0.1,Substantial text - appears genuine
7095318592530662146,😂😂Grabe Meron kau nyan uniteam lang nman ♥️💚♥️💚Meron 👏👏🎉🎉🎉banzaiiiiii banzaiiiiii 🥰🥰,1.0,Excessive emojis (13) - algorithmic trigger
7095382156087722753,ilang munites po ang fireworks? grabe ang ganda e panalo n tlga si bbm.,0.8,"Emotional manipulation: ""grabe"""
7095328258258191105,Victory Party na yan 🥰🥰🥰🥰 di Nayan Meeting De Advance,0.2,Neutral - no clear amplification indicators
7095315968808731394,paranaque hnd niyo po masyadong ginagalingan kakaasar kayu 🥰🥰🥰🥰💚❤️,0.8,"Location targeting: ""paranaque"""
7095294334014128897,THE BEST NA TALAGA😊LANDSLIDE VICTORY WIN❤💚,0.2,Neutral - no clear amplification indicators
7095404422268371714,hindi yata miting di avance to eh....Victory party nato eh 😁,0.1,Substantial text - appears genuine
7095297963677074177,"may narinig akong nagsabi na ""NAKAKAKILABOT"" HOOOOY SOBRAAAA",0.8,"Emotional manipulation: ""nakakakilabot"""
7095298257382982401,grabe milyon siguro ang nagastos para sa mga fireworks ang ganda😳,0.8,"Emotional manipulation: ""grabe"""
7095298147761160961,Wow na wow ang finally 🥰😂,0.15,Moderate text length - likely genuine
7095298280959066882,Ang gandaaa,0.2,Neutral - no clear amplification indicators
7095296927570723585,victory party na yarn 👊✌️❤️💚🙏,0.2,Neutral - no clear amplification indicators
7095346171564000002,prang Disney land lang ang peg ganda 😁❤️💚🎇✨,0.2,Neutral - no clear amplification indicators
7095295367772111617,Salamat Tatay Digong dahil ikaw ang naging way para mamulat sa katotohanan ang karamihan na hindi talaga masama ang mga MARCOS 😭😭😭❤💚💪🤝✌😊😍,0.2,Neutral - no clear amplification indicators
7095297594930692866,Panalooo na yan ❤️💚,0.2,Neutral - no clear amplification indicators
7095297640401273601,"Uusbong muli ang pilipinas..
#BBMFORPRESIDENT2022",0.15,Moderate text length - likely genuine
7095296049035903746,salamat kay direk paul soriano🥰🥰,0.15,Moderate text length - likely genuine
7095345034111501058,tagal ng fireworks nla super ganda🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7095415025120363266,victory party naba ito??wow sobra nakakatuwa ang daming tao..,0.1,Substantial text - appears genuine
7095314083037348610,KAKAINGGIT 🥺🥺🥺 PARANG NKIKITA KO NA MANG YAYARI SA VICTORY BUKAS HAHAHAH AGAIN SALAMAT PARAÑAQUE💚✌️👊❤️,0.2,Neutral - no clear amplification indicators
7095293604482548481,wow ganda nmn🥰,0.2,Neutral - no clear amplification indicators
7095312444931441410,panalo na BBM SARAH ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️✌️👊,1.0,Excessive emojis (13) - algorithmic trigger
7095293380158636801,ang solid maging part ng crowd na to 😭,0.15,Moderate text length - likely genuine
7095295657074344706,Yung sponsor iyan solaire po,0.15,Moderate text length - likely genuine
7095272805738513153,pangvictory talaga..🥺🥺🥺🥺🥺 so beautifull🥰🥰🥰,0.2,Neutral - no clear amplification indicators
7095296254129177345,Nakakaiyak at nakakakakilabot ❤️🇵🇭💚,0.8,"Emotional manipulation: ""nakakaiyak"""
7095296972114019074,sayang. nakilala ko din sana Jan ung magiging jowa ko kung nka punta ako,0.1,Substantial text - appears genuine
7095356537501631233,yahooo!!! ✌️👊💚❤️🇵🇭,0.9,Low-effort political phrase
7095364512576340738,Panalo na ❤️💚✌️👊🇵🇭🇵🇭🇵🇭,1.0,Excessive emojis (10) - algorithmic trigger
7095301939428279041,apo lakay malapit naa 💚❤️,0.15,Moderate text length - likely genuine
7095461736190329602,grabeeee gandaaaa,0.8,"Emotional manipulation: ""grabe"""
7095279382130426626,"grabe napaka lupet,., sobrang nakakaiyak😭😭😭",0.8,"Emotional manipulation: ""nakakaiyak"""
7095301878716072705,bukas na 🥰 ipanalo na naten si BBM-Sara ❤️💚,0.1,Substantial text - appears genuine
7095301970965185282,pang victory party na,0.2,Neutral - no clear amplification indicators
7095301410799731458,Grabe ang saya at ang ganda 🥰 BBM and Sara ❤️,0.8,"Emotional manipulation: ""grabe"""
